Channel	Fiscal Year	Month	Date	Market	Comments
大众点评	FY23	January	44949	885 BC	"好久不来宜家了， 家里的一些物品需要更换， 比如炒锅， 餐具滤干架等等， 另外过年前再添置点物品。
1月初过来， 逛的人不多， 店内节日氛围浓郁， 很多地方重新布置过， 店内增添了很多新品。
由于杨康后不久， 体力明显不支， 所以有目的的逛了一下， 买好直接回家， 没有在餐厅用餐。"
大众点评	FY23	January	44948	481 NJ	"大年初一逛宜家， 浓浓的年味， 客人也少， 停车位充足， 商场逛起来体验感比较好， 至少床上不会躺满人[笑哭]餐厅倒是人挺多的
春节期间营业时间有调整， 具体看图一
凭小票在收银台旁边可以领取年味小美食， 具体看图二， 我是大年初一来逛的， 可以领棉花糖一份， 我家两个小朋友， 和小哥哥商量了一下， 给我们做了两个小的， 奈斯[强]"
大众点评	FY23	January	44948	833 SZ	"＃年前逛宜家

很早之前就一直想去宜家看看 这次趁着过年前终于去了！！宜家摆设也很有年味 年前期间也有很多在打折的商品！

不得不说 看了宜家一圈 真的很想拥有自己的一间房子 可以装饰成自己的样子！！
风格是极简主义 也适合拍照📸 每个产品看起来质量都很不错 而且还有打折商品 真的很绝！！"
大众点评	FY23	January	44949	512 NT	"大家看下我的评论！
让大家看看宜家的东西有多么的“好（垃）吃（ji）”。大家可以看到点餐的上面图片多么好看喜庆， 过年就来宜家准备买这个糖葫芦， 结果到手真的不懂说什么好！简直就是 🐶💩
你们看看这两个差别大不大？这样也能拿出来糊弄顾客吗？真的大过年的不懂说什么好了， 大家都可以看看， 也希望宜家自己能看看你们做的什么东西？没本事就不要做， 
@宜家家居IKEA @宜家餐厅 @宜家餐厅 @"
大众点评	FY23	January	44949	673 HF	合肥第一家宜家店今年如期开业了， 宜家家居店在蒙城北路129号， 地铁3号线海棠站6号出口， 上来就是宜家大门。宜家主要以卖家居为主， 兼顾各种生活用品， 商品比较简洁时尚， 以年轻人喜欢的用品为主， 二楼有吃饭区， 一楼有小吃区， 逛累了可以吃吃喝喝， 还是很不错的， 刚开业人还是比较多的。
大众点评	FY23	January	44949	484 SuZ	什么都好， 停车消费满49可以免费三小时， 餐厅收银和服务员都没提醒要保留小票， 付款时扫了会员码的， 付停车费也是从会员小程序进入的， 怎么还需要拍小票才能抵扣呢， 现在哪个商场还要拍小票啊， 微信支付宝的付款记录都不行， 都2023年了系统太垃圾了吧。
大众点评	FY23	January	44949	214 XHM	"[理由]选店理由：位置佳， 商圈集中。
[购买]所购商品：物品齐全
[风格特色]风格特色：北欧风格
店铺很大， 而且物品齐全， 主要是人气很旺， 商品是琳琅满目而且可选性极丰富， 并且该店比较新， 服务很到位， 美食餐厅也非常具有规模， 选择性还是很强的。而且临近荟聚商场🏬还距离着新开业的山姆沃尔玛会员店。"
大众点评	FY23	January	44949	886 SY	从星摩尔连廊出来直接进入宜家， 很方便。大年初二~没想到人会这么多， 宜家的装修风格很时尚很美观， 实用性功能性都很强， 里面卖的一些小物件也很实用， 价格也不贵， 最火的还是一楼的冰淇淋， 无奈排队人太多， 还是选择放弃啦~
大众点评	FY23	January	44949	495 DL	卖的东西没问题， 宜家特色。餐厅也很好， 不过价格略贵。性价比一般， 以前在北京的吃饭， 感觉价格没有这么高呀， 要是因为大家喜欢在你这里吃， 而故意提高价格， 我就换地方了， 必竟就是快餐性质， 弄得好像很是高级似的。真的讲究品质我也不来这里吃呀， 也就是逛累了吃个饭而已。二楼的bistro不错， 吃完接着逛
大众点评	FY23	January	44949	558 TJZB	"很久很久没有来宜家了， 之前又看过宜家出了餐厅自助， 不知道取消了还是这个店没有。餐厅和小食还是恒古不变， 现在也没那么大兴趣了。就是纯粹看看装修。
在淘宝采购了一些， 确实比宜家便宜， 但是质量太差， 不如直接在宜家买。"
大众点评	FY23	January	44949	495 DL	"大年初一， 去山姆的路上路过宜家， 本想进去买个刷子， 奈何赶上了新年开门仪式， 延迟营业。
有舞狮， 有开门炮， 整体过程比较复杂， 再寒风中等了半个小时也没开门， 最后怕山姆人多就没再等下去， 还忘记了兑换之前领的巧克力， "
大众点评	FY23	January	44949	885 BC	菜品还是这样， 双色3元一个了， 宜家没有咖啡了， 一大遗憾！
大众点评	FY23	January	44956	802 SYQ	22年十一期间来逛的宜家， 很挺多的， 还好停车场够大， 停车很方便。宜家的北欧风格很适合现在年轻人的审美风格， 简单整洁， 除了家具， 还有很多平时用的家居用品， 大件小件， 逛一天都可以， 还有餐厅可以吃饭， 整体很不错。
大众点评	FY23	January	44956		在鼓山附近， 宜家里面人还是挺多的， 各种东西琳琅满目， 感觉就是来闲逛的也不一定是买东西的， 逛累了还可以去吃饭。那冰淇淋还不错， 好像去过几次都有买冰淇淋。但是如果逛完出来地铁再坐一站到鼓山， 就没有什么人感觉比较荒凉。
大众点评	FY23	January	44956	572 ZZ	"转眼宜家已经开了三年了， 第一年老大还在肚子里去逛的， 转眼现在老二都快两个月了才又去一次。位置实在太远了， 开车不堵都要30分钟
心心念念的提拉米苏和牛肉丸， 不知道为什么没有那么香了。季节蛋糕红丝绒挺惊艳的， 老大使劲吃。我尝了一口才知道中间都是冰淇淋[捂脸]"
